hA,hB,bankA,bankB,shA,shB,turn,to_move,value
2,5,2,1,4,0,6,1,0.045035
2,5,2,2,0,0,7,0,0.119400
2,5,2,2,0,1,7,0,0.039800
2,5,2,2,0,2,7,0,0.000000
2,5,2,3,0,0,7,0,0.119400
2,5,2,3,0,1,7,0,0.039800
2,5,2,4,0,0,7,0,0.119400
2,5,3,0,0,0,5,0,0.993159
2,5,3,0,0,0,7,0,0.199000
2,5,3,0,0,1,5,0,0.476829
2,5,3,0,0,1,7,0,0.099500
2,5,3,0,0,2,7,0,0.033167
2,5,3,0,0,3,7,0,0.000000
2,5,3,0,0,4,7,0,0.000000
2,5,3,0,1,0,6,1,0.179744
2,5,3,0,2,0,6,1,0.055870
2,5,3,0,3,0,6,1,0.115503
2,5,3,1,0,0,5,0,0.819628
2,5,3,1,0,0,7,0,0.199000
2,5,3,1,0,1,7,0,0.099500
2,5,3,1,0,2,7,0,0.033167
2,5,3,1,0,3,7,0,0.000000
2,5,3,1,2,0,6,1,-0.544734
2,5,3,1,3,0,6,1,0.313916
2,5,3,2,0,0,7,0,0.199000
2,5,3,2,0,1,7,0,0.099500
2,5,3,2,0,2,7,0,0.377884
2,5,3,3,0,0,7,0,0.199000
2,5,3,3,0,1,7,0,0.654564
2,5,3,4,0,0,7,0,0.692390
2,5,4,0,0,0,6,1,0.110527
2,5,4,0,0,0,7,0,0.284286
2,5,4,0,0,1,7,0,0.170571
2,5,4,0,0,2,7,0,0.085286
2,5,4,0,0,3,7,0,0.028429
2,5,4,0,0,4,7,0,0.000000
2,5,4,0,1,0,6,1,-0.068040
2,5,4,0,2,0,6,1,0.183862
2,5,4,1,0,0,7,0,0.284286
2,5,4,1,0,1,7,0,0.170571
2,5,4,1,0,2,7,0,0.085286
2,5,4,1,0,3,7,0,0.340122
2,5,4,1,1,0,6,1,-0.288169
2,5,4,1,2,0,6,1,-0.298765
2,5,4,2,0,0,7,0,0.284286
2,5,4,2,0,1,7,0,0.170571
2,5,4,2,0,2,7,0,0.696557
2,5,4,3,0,0,7,0,0.284286
2,5,4,3,0,1,7,0,0.745492
2,5,4,4,0,0,7,0,0.779907
3,1,0,0,0,0,6,1,-0.991120
3,1,0,0,0,1,7,0,0.894580
3,1,0,0,0,2,7,0,0.699174
3,1,0,0,0,3,7,0,0.066333
3,1,0,0,0,4,7,0,0.000000
3,1,0,0,0,5,7,0,0.000000
3,1,0,0,1,0,6,1,0.734194
3,1,0,0,2,0,6,1,0.703699
3,1,0,1,0,0,6,1,-0.994150
3,1,0,1,0,0,7,0,0.939211
3,1,0,1,0,1,7,0,0.894580
3,1,0,1,0,2,7,0,0.199000
3,1,0,1,0,3,7,0,0.066333
3,1,0,1,0,4,7,0,0.000000
3,1,0,1,1,0,6,1,-0.983659
3,1,0,1,2,0,6,1,0.731781
3,1,0,2,0,0,6,1,-0.918007
3,1,0,2,0,0,7,0,0.939211
3,1,0,2,0,1,7,0,0.398000
3,1,0,2,0,2,7,0,0.199000
3,1,0,2,0,3,7,0,0.246682
3,1,0,2,1,0,6,1,-0.994983
3,1,0,2,2,0,6,1,-0.993752
3,1,0,3,0,0,7,0,0.663333
3,1,0,3,0,1,7,0,0.398000
3,1,0,3,0,2,7,0,0.553479
3,1,0,4,0,0,7,0,0.663333
3,1,0,4,0,1,7,0,0.733822
3,1,1,0,0,0,6,1,-0.468552
3,1,1,0,0,2,7,0,0.866131
3,1,1,0,0,3,7,0,0.149250
3,1,1,0,0,4,7,0,0.049750
3,1,1,0,0,5,7,0,0.000000
3,1,1,0,1,0,6,1,0.890245
3,1,1,1,0,0,6,1,-0.984226
3,1,1,1,0,1,7,0,0.994745
3,1,1,1,0,2,7,0,0.298500
3,1,1,1,0,3,7,0,0.149250
3,1,1,1,0,4,7,0,0.049750
3,1,1,1,1,0,6,1,0.014715
3,1,1,2,0,0,6,1,-0.994987
3,1,1,2,0,0,7,0,0.994873
3,1,1,2,0,1,7,0,0.497500
3,1,1,2,0,2,7,0,0.298500
3,1,1,2,0,3,7,0,0.149250
3,1,1,2,1,0,6,1,-0.994208
3,1,1,3,0,0,7,0,0.746250
3,1,1,3,0,1,7,0,0.497500
3,1,1,3,0,2,7,0,0.298500
3,1,1,4,0,0,7,0,0.746250
3,1,1,4,0,1,7,0,0.497500
3,1,2,0,0,0,6,1,0.395454
3,1,2,0,0,3,7,0,0.238800
3,1,2,0,0,4,7,0,0.119400
3,1,2,0,0,5,7,0,0.039800
3,1,2,1,0,0,6,1,-0.071342
3,1,2,1,0,2,7,0,0.398000
3,1,2,1,0,3,7,0,0.238800
3,1,2,1,0,4,7,0,0.119400
3,1,2,2,0,0,6,1,-0.994349
3,1,2,2,0,1,7,0,0.597000
3,1,2,2,0,2,7,0,0.398000
3,1,2,2,0,3,7,0,0.238800
3,1,2,3,0,0,7,0,0.796000
3,1,2,3,0,1,7,0,0.597000
3,1,2,3,0,2,7,0,0.398000
3,1,2,4,0,0,7,0,0.796000
3,1,2,4,0,1,7,0,0.597000
3,2,0,0,0,0,4,1,0.288306
3,2,0,0,0,0,6,1,-0.707721
3,2,0,0,0,0,7,0,0.398000
3,2,0,0,0,1,7,0,0.199000
3,2,0,0,0,2,5,0,0.197558
3,2,0,0,0,2,7,0,0.066333
3,2,0,0,0,3,7,0,0.000000
3,2,0,0,0,4,7,0,0.000000
3,2,0,0,0,5,7,0,0.000000
3,2,0,0,1,0,6,1,0.111859
3,2,0,0,2,0,6,1,0.082471
3,2,0,0,3,0,6,1,0.012084
3,2,0,1,0,0,6,1,-0.775470
3,2,0,1,0,0,7,0,0.398000
3,2,0,1,0,1,5,0,0.206908
3,2,0,1,0,1,7,0,0.199000
3,2,0,1,0,2,7,0,0.066333
3,2,0,1,0,3,7,0,0.000000
3,2,0,1,0,4,7,0,0.000000
3,2,0,1,1,0,6,1,-0.994928
3,2,0,1,2,0,6,1,0.163924
3,2,0,1,3,0,6,1,0.149778
3,2,0,2,0,0,5,0,0.184549
3,2,0,2,0,0,6,1,-0.959482
3,2,0,2,0,0,7,0,0.398000
3,2,0,2,0,1,7,0,0.199000
3,2,0,2,0,2,7,0,0.066333
3,2,0,2,0,3,7,0,0.000000
3,2,0,2,1,0,6,1,-0.951200
3,2,0,2,2,0,6,1,-0.994976
3,2,0,2,3,0,6,1,0.387980
3,2,0,3,0,0,7,0,0.398000
3,2,0,3,0,1,7,0,0.199000
3,2,0,3,0,2,7,0,0.498137
3,2,0,4,0,0,7,0,0.398000
3,2,0,4,0,1,7,0,0.799940
3,2,1,0,0,0,6,1,-0.894770
3,2,1,0,0,0,7,0,0.993407
3,2,1,0,0,1,7,0,0.298500
3,2,1,0,0,2,7,0,0.149250
3,2,1,0,0,3,7,0,0.049750
3,2,1,0,0,4,7,0,0.000000
3,2,1,0,0,5,7,0,0.000000
3,2,1,0,1,0,6,1,0.159078
3,2,1,0,2,0,6,1,0.207024
3,2,1,1,0,0,6,1,-0.994935
3,2,1,1,0,0,7,0,0.497500
3,2,1,1,0,1,7,0,0.298500
3,2,1,1,0,2,7,0,0.149250
3,2,1,1,0,3,7,0,0.049750
3,2,1,1,0,4,7,0,0.000000
3,2,1,1,1,0,6,1,-0.906696
3,2,1,1,2,0,6,1,0.157734
3,2,1,2,0,0,6,1,-0.962517
3,2,1,2,0,0,7,0,0.497500
3,2,1,2,0,1,7,0,0.298500
3,2,1,2,0,2,7,0,0.149250
3,2,1,2,0,3,7,0,0.343824
3,2,1,2,1,0,6,1,-0.994983
3,2,1,2,2,0,6,1,-0.989739
3,2,1,3,0,0,7,0,0.497500
3,2,1,3,0,1,7,0,0.298500
3,2,1,3,0,2,7,0,0.687563
3,2,1,4,0,0,7,0,0.497500
3,2,1,4,0,1,7,0,0.741817
3,2,2,0,0,0,6,1,-0.467244
3,2,2,0,0,0,7,0,0.994396
3,2,2,0,0,1,7,0,0.993437
3,2,2,0,0,2,7,0,0.724222
3,2,2,0,0,3,7,0,0.119400
3,2,2,0,0,4,7,0,0.039800
3,2,2,0,0,5,7,0,0.000000
3,2,2,0,1,0,6,1,0.719702
3,2,2,1,0,0,6,1,-0.885826
3,2,2,1,0,0,7,0,0.993958
3,2,2,1,0,1,7,0,0.936830
3,2,2,1,0,2,7,0,0.238800
3,2,2,1,0,3,7,0,0.119400
3,2,2,1,0,4,7,0,0.039800
3,2,2,1,1,0,6,1,-0.425747
3,2,2,2,0,0,6,1,-0.994986
3,2,2,2,0,0,7,0,0.956220
3,2,2,2,0,1,7,0,0.398000
3,2,2,2,0,2,7,0,0.238800
3,2,2,2,0,3,7,0,0.119400
3,2,2,2,1,0,6,1,-0.989551
3,2,2,3,0,0,7,0,0.597000
3,2,2,3,0,1,7,0,0.398000
3,2,2,3,0,2,7,0,0.238800
3,2,2,4,0,0,7,0,0.597000
3,2,2,4,0,1,7,0,0.398000
3,2,3,0,0,0,6,1,0.289951
3,2,3,0,0,1,7,0,0.994820
3,2,3,0,0,2,7,0,0.994668
3,2,3,0,0,3,7,0,0.199000
3,2,3,0,0,4,7,0,0.099500
3,2,3,0,0,5,7,0,0.390028
3,2,3,1,0,0,6,1,-0.494032
3,2,3,1,0,0,7,0,0.994880
3,2,3,1,0,1,7,0,0.994751
3,2,3,1,0,2,7,0,0.331667
3,2,3,1,0,3,7,0,0.199000
3,2,3,1,0,4,7,0,0.827411
3,2,3,2,0,0,6,1,-0.985995
3,2,3,2,0,0,7,0,0.994834
3,2,3,2,0,1,7,0,0.497500
3,2,3,2,0,2,7,0,0.331667
3,2,3,2,0,3,7,0,0.988987
3,2,3,3,0,0,7,0,0.663333
3,2,3,3,0,1,7,0,0.497500
3,2,3,3,0,2,7,0,0.989989
3,2,3,4,0,0,7,0,0.663333
3,2,3,4,0,1,7,0,0.991242
3,3,0,0,0,0,6,1,-0.268272
3,3,0,0,0,0,7,0,0.199000
3,3,0,0,0,1,5,0,-0.102215
3,3,0,0,0,1,7,0,0.066333
3,3,0,0,0,2,5,0,0.406520
3,3,0,0,0,2,7,0,0.000000
3,3,0,0,0,3,7,0,0.000000
3,3,0,0,0,4,7,0,0.000000
3,3,0,0,0,5,7,0,0.000000
3,3,0,0,1,0,4,1,0.243438
3,3,0,0,1,0,6,1,0.000991
3,3,0,0,2,0,6,1,0.017779
3,3,0,0,3,0,6,1,0.036177
3,3,0,0,4,0,6,1,0.063872
3,3,0,1,0,0,5,0,-0.162726
3,3,0,1,0,0,6,1,-0.862681
3,3,0,1,0,0,7,0,0.199000
3,3,0,1,0,1,5,0,0.137830
3,3,0,1,0,1,7,0,0.066333
3,3,0,1,0,2,7,0,0.000000
3,3,0,1,0,3,7,0,0.000000
3,3,0,1,0,4,7,0,0.000000
3,3,0,1,1,0,6,1,-0.915435
3,3,0,1,2,0,6,1,0.000461
3,3,0,1,3,0,6,1,0.145133
3,3,0,1,4,0,6,1,0.083602
3,3,0,2,0,0,5,0,0.114292
3,3,0,2,0,0,7,0,0.199000
3,3,0,2,0,1,7,0,0.066333
3,3,0,2,0,2,7,0,0.000000
3,3,0,2,0,3,7,0,0.000000
3,3,0,2,1,0,6,1,-0.876197
3,3,0,2,2,0,6,1,-0.914485
3,3,0,2,3,0,6,1,0.014516
3,3,0,2,4,0,6,1,0.240515
3,3,0,3,0,0,7,0,0.199000
3,3,0,3,0,1,7,0,0.066333
3,3,0,3,0,2,7,0,0.000000
3,3,0,4,0,0,7,0,0.199000
3,3,0,4,0,1,7,0,0.965891
3,3,1,0,0,0,4,1,0.381142
3,3,1,0,0,0,6,1,-0.071156
3,3,1,0,0,0,7,0,0.298500
3,3,1,0,0,1,7,0,0.149250
3,3,1,0,0,2,5,0,0.283917
3,3,1,0,0,2,7,0,0.049750
3,3,1,0,0,3,7,0,0.000000
3,3,1,0,0,4,7,0,0.000000
3,3,1,0,0,5,7,0,0.000000
3,3,1,0,1,0,6,1,0.083517
3,3,1,0,2,0,6,1,0.076188
3,3,1,0,3,0,6,1,0.108965
3,3,1,1,0,0,6,1,-0.942292
3,3,1,1,0,0,7,0,0.298500
3,3,1,1,0,1,5,0,0.197006
3,3,1,1,0,1,7,0,0.149250
3,3,1,1,0,2,7,0,0.049750
3,3,1,1,0,3,7,0,0.000000
3,3,1,1,0,4,7,0,0.000000
3,3,1,1,1,0,6,1,-0.092943
3,3,1,1,2,0,6,1,0.147591
3,3,1,1,3,0,6,1,0.148504
3,3,1,2,0,0,5,0,0.304350
3,3,1,2,0,0,6,1,-0.956358
3,3,1,2,0,0,7,0,0.298500
3,3,1,2,0,1,7,0,0.149250
3,3,1,2,0,2,7,0,0.049750
3,3,1,2,0,3,7,0,0.000000
3,3,1,2,1,0,6,1,-0.954970
3,3,1,2,2,0,6,1,-0.994977
3,3,1,2,3,0,6,1,0.353590
3,3,1,3,0,0,7,0,0.298500
3,3,1,3,0,1,7,0,0.149250
3,3,1,3,0,2,7,0,0.498515
3,3,1,4,0,0,7,0,0.298500
3,3,1,4,0,1,7,0,0.801906
3,3,2,0,0,0,6,1,-0.909972
3,3,2,0,0,0,7,0,0.964219
3,3,2,0,0,1,7,0,0.238800
3,3,2,0,0,2,7,0,0.119400
3,3,2,0,0,3,7,0,0.039800
3,3,2,0,0,4,7,0,0.000000
3,3,2,0,0,5,7,0,0.000000
3,3,2,0,1,0,6,1,0.139796
3,3,2,0,2,0,6,1,0.257407
3,3,2,1,0,0,6,1,0.000594
3,3,2,1,0,0,7,0,0.398000
3,3,2,1,0,1,7,0,0.238800
3,3,2,1,0,2,7,0,0.119400
3,3,2,1,0,3,7,0,0.039800
3,3,2,1,0,4,7,0,0.000000
3,3,2,1,1,0,6,1,-0.630618
3,3,2,1,2,0,6,1,0.172950
3,3,2,2,0,0,6,1,-0.961040
3,3,2,2,0,0,7,0,0.398000
3,3,2,2,0,1,7,0,0.238800
3,3,2,2,0,2,7,0,0.119400
3,3,2,2,0,3,7,0,0.039800
3,3,2,2,1,0,6,1,-0.994982
3,3,2,2,2,0,6,1,-0.673732
3,3,2,3,0,0,7,0,0.398000
3,3,2,3,0,1,7,0,0.238800
3,3,2,3,0,2,7,0,0.119400
3,3,2,4,0,0,7,0,0.398000
3,3,2,4,0,1,7,0,0.238800
3,3,3,0,0,0,6,1,0.160756
3,3,3,0,0,0,7,0,0.994858
3,3,3,0,0,1,7,0,0.928666
3,3,3,0,0,2,7,0,0.199000
3,3,3,0,0,3,7,0,0.099500
3,3,3,0,0,4,7,0,0.033167
3,3,3,0,0,5,7,0,0.000000
3,3,3,0,1,0,6,1,0.346509
3,3,3,1,0,0,6,1,-0.451990
3,3,3,1,0,0,7,0,0.986728
3,3,3,1,0,1,7,0,0.331667
3,3,3,1,0,2,7,0,0.199000
3,3,3,1,0,3,7,0,0.099500
3,3,3,1,0,4,7,0,0.418810
3,3,3,1,1,0,6,1,-0.424923
3,3,3,2,0,0,6,1,-0.994985
3,3,3,2,0,0,7,0,0.497500
3,3,3,2,0,1,7,0,0.331667
3,3,3,2,0,2,7,0,0.199000
3,3,3,2,0,3,7,0,0.780278
3,3,3,2,1,0,6,1,-0.695980
3,3,3,3,0,0,7,0,0.497500
3,3,3,3,0,1,7,0,0.331667
3,3,3,3,0,2,7,0,0.932370
3,3,3,4,0,0,7,0,0.497500
3,3,3,4,0,1,7,0,0.942808
3,3,4,0,0,0,6,1,0.271052
3,3,4,0,0,1,7,0,0.994951
3,3,4,0,0,2,7,0,0.994894
3,3,4,0,0,3,7,0,0.170571
3,3,4,0,0,4,7,0,0.085286
3,3,4,0,0,5,7,0,0.399246
3,3,4,1,0,0,6,1,-0.487056
3,3,4,1,0,0,7,0,0.994964
3,3,4,1,0,1,7,0,0.994915
3,3,4,1,0,2,7,0,0.284286
3,3,4,1,0,3,7,0,0.170571
3,3,4,1,0,4,7,0,0.820904
3,3,4,2,0,0,6,1,-0.480054
3,3,4,2,0,0,7,0,0.994936
3,3,4,2,0,1,7,0,0.426429
3,3,4,2,0,2,7,0,0.284286
3,3,4,2,0,3,7,0,0.993384
3,3,4,3,0,0,7,0,0.568571
3,3,4,3,0,1,7,0,0.426429
3,3,4,3,0,2,7,0,0.993607
3,3,4,4,0,0,7,0,0.568571
3,3,4,4,0,1,7,0,0.993885
3,4,0,0,0,0,3,0,0.356509
3,4,0,0,0,0,5,0,-0.114016
3,4,0,0,0,0,6,1,-0.425842
3,4,0,0,0,0,7,0,0.066333
3,4,0,0,0,1,5,0,0.349453
3,4,0,0,0,1,7,0,0.000000
3,4,0,0,0,2,5,0,0.176085
3,4,0,0,0,2,7,0,0.000000
3,4,0,0,0,3,7,0,0.000000
3,4,0,0,0,4,7,0,0.000000
3,4,0,0,0,5,7,0,0.000000
3,4,0,0,1,0,6,1,0.166969
3,4,0,0,2,0,4,1,0.129318
3,4,0,0,2,0,6,1,0.000354
3,4,0,0,3,0,6,1,0.006983
3,4,0,0,4,0,6,1,0.009647
3,4,0,0,5,0,6,1,0.006479
3,4,0,1,0,0,5,0,0.034793
3,4,0,1,0,0,7,0,0.066333
3,4,0,1,0,1,5,0,0.179425
3,4,0,1,0,1,7,0,0.000000
3,4,0,1,0,2,7,0,0.000000
3,4,0,1,0,3,7,0,0.000000
3,4,0,1,0,4,7,0,0.000000
3,4,0,1,1,0,6,1,-0.696298
3,4,0,1,2,0,6,1,0.081713
3,4,0,1,3,0,6,1,0.000434
3,4,0,1,4,0,6,1,0.000216
3,4,0,1,5,0,6,1,0.022001
3,4,0,2,0,0,5,0,0.053823
3,4,0,2,0,0,7,0,0.066333
3,4,0,2,0,1,7,0,0.000000
3,4,0,2,0,2,7,0,0.000000
3,4,0,2,0,3,7,0,0.000000
3,4,0,2,2,0,6,1,-0.736799
3,4,0,2,3,0,6,1,0.069751
3,4,0,2,4,0,6,1,0.079813
3,4,0,2,5,0,6,1,0.098599
3,4,0,3,0,0,7,0,0.066333
3,4,0,3,0,1,7,0,0.000000
3,4,0,3,0,2,7,0,0.000000
3,4,0,4,0,0,7,0,0.066333
3,4,0,4,0,1,7,0,0.000000
3,4,1,0,0,0,5,0,0.853709
3,4,1,0,0,0,6,1,-0.000960
3,4,1,0,0,0,7,0,0.149250
3,4,1,0,0,1,5,0,0.182250
3,4,1,0,0,1,7,0,0.049750
3,4,1,0,0,2,5,0,0.327909
3,4,1,0,0,2,7,0,0.000000
3,4,1,0,0,3,7,0,0.000000
3,4,1,0,0,4,7,0,0.000000
3,4,1,0,0,5,7,0,0.000000
3,4,1,0,1,0,4,1,0.215651
3,4,1,0,1,0,6,1,0.000552
3,4,1,0,2,0,6,1,0.017503
3,4,1,0,3,0,6,1,0.027133
3,4,1,0,4,0,6,1,0.018221
3,4,1,1,0,0,5,0,0.027735
3,4,1,1,0,0,6,1,-0.947255
3,4,1,1,0,0,7,0,0.149250
3,4,1,1,0,1,5,0,0.051668
3,4,1,1,0,1,7,0,0.049750
3,4,1,1,0,2,7,0,0.000000
3,4,1,1,0,3,7,0,0.000000
3,4,1,1,0,4,7,0,0.000000
3,4,1,1,1,0,6,1,-0.185474
3,4,1,1,2,0,6,1,0.168514
3,4,1,1,3,0,6,1,0.129551
3,4,1,1,4,0,6,1,0.062702
3,4,1,2,0,0,5,0,0.084330
3,4,1,2,0,0,7,0,0.149250
3,4,1,2,0,1,7,0,0.049750
3,4,1,2,0,2,7,0,0.000000
3,4,1,2,0,3,7,0,0.000000
3,4,1,2,1,0,6,1,-0.941800
3,4,1,2,2,0,6,1,-0.044545
3,4,1,2,3,0,6,1,0.080302
3,4,1,2,4,0,6,1,0.101338
3,4,1,3,0,0,7,0,0.149250
3,4,1,3,0,1,7,0,0.049750
3,4,1,3,0,2,7,0,0.000000
3,4,1,4,0,0,7,0,0.149250
3,4,1,4,0,1,7,0,0.976655
3,4,2,0,0,0,4,1,0.395435
3,4,2,0,0,0,5,0,0.988958
3,4,2,0,0,0,6,1,0.000497
3,4,2,0,0,0,7,0,0.238800
3,4,2,0,0,1,5,0,0.861812
3,4,2,0,0,1,7,0,0.119400
3,4,2,0,0,2,5,0,0.211611
3,4,2,0,0,2,7,0,0.039800
3,4,2,0,0,3,7,0,0.000000
3,4,2,0,0,4,7,0,0.000000
3,4,2,0,0,5,7,0,0.000000
3,4,2,0,1,0,6,1,0.021116
3,4,2,0,2,0,6,1,0.060852
3,4,2,0,3,0,6,1,0.045364
3,4,2,1,0,0,5,0,0.935720
3,4,2,1,0,0,6,1,-0.079262
3,4,2,1,0,0,7,0,0.238800
3,4,2,1,0,1,5,0,0.196480
3,4,2,1,0,1,7,0,0.119400
3,4,2,1,0,2,7,0,0.039800
3,4,2,1,0,3,7,0,0.000000
3,4,2,1,0,4,7,0,0.000000
3,4,2,1,1,0,6,1,-0.195460
3,4,2,1,2,0,6,1,0.129206
3,4,2,1,3,0,6,1,0.099253
3,4,2,2,0,0,5,0,0.323326
3,4,2,2,0,0,6,1,-0.954652
3,4,2,2,0,0,7,0,0.238800
3,4,2,2,0,1,7,0,0.119400
3,4,2,2,0,2,7,0,0.039800
3,4,2,2,0,3,7,0,0.000000
3,4,2,2,1,0,6,1,-0.219700
3,4,2,2,2,0,6,1,-0.082668
3,4,2,2,3,0,6,1,0.102066
3,4,2,3,0,0,7,0,0.238800
3,4,2,3,0,1,7,0,0.119400
3,4,2,3,0,2,7,0,0.520113
3,4,2,4,0,0,7,0,0.238800
3,4,2,4,0,1,7,0,0.855928
3,4,3,0,0,0,6,1,-0.020279
3,4,3,0,0,0,7,0,0.331667
3,4,3,0,0,1,7,0,0.199000
3,4,3,0,0,2,7,0,0.099500
3,4,3,0,0,3,7,0,0.033167
3,4,3,0,0,4,7,0,0.000000
3,4,3,0,0,5,7,0,0.000000
3,4,3,0,1,0,6,1,0.116332
3,4,3,0,2,0,6,1,0.198208
3,4,3,1,0,0,6,1,-0.243355
3,4,3,1,0,0,7,0,0.331667
3,4,3,1,0,1,7,0,0.199000
3,4,3,1,0,2,7,0,0.099500
3,4,3,1,0,3,7,0,0.033167
3,4,3,1,0,4,7,0,0.000000
3,4,3,1,1,0,6,1,-0.635456
3,4,3,1,2,0,6,1,0.109954
3,4,3,2,0,0,6,1,-0.451529
3,4,3,2,0,0,7,0,0.331667
3,4,3,2,0,1,7,0,0.199000
3,4,3,2,0,2,7,0,0.099500
3,4,3,2,0,3,7,0,0.033167
3,4,3,2,1,0,6,1,-0.195145
3,4,3,2,2,0,6,1,-0.595232
3,4,3,3,0,0,7,0,0.331667
3,4,3,3,0,1,7,0,0.199000
3,4,3,3,0,2,7,0,0.099500
3,4,3,4,0,0,7,0,0.331667
3,4,3,4,0,1,7,0,0.199000
3,4,4,0,0,0,6,1,0.132384
3,4,4,0,0,0,7,0,0.953663
3,4,4,0,0,1,7,0,0.441936
3,4,4,0,0,2,7,0,0.170571
3,4,4,0,0,3,7,0,0.085286
3,4,4,0,0,4,7,0,0.028429
3,4,4,0,0,5,7,0,0.000000
3,4,4,0,1,0,6,1,0.297007
3,4,4,1,0,0,6,1,-0.389216
3,4,4,1,0,0,7,0,0.564316
3,4,4,1,0,1,7,0,0.284286
3,4,4,1,0,2,7,0,0.170571
3,4,4,1,0,3,7,0,0.085286
3,4,4,1,0,4,7,0,0.433158
3,4,4,1,1,0,6,1,0.129630
3,4,4,2,0,0,6,1,-0.479505
3,4,4,2,0,0,7,0,0.426429
3,4,4,2,0,1,7,0,0.284286
3,4,4,2,0,2,7,0,0.170571
3,4,4,2,0,3,7,0,0.835470
3,4,4,2,1,0,6,1,-0.589275
3,4,4,3,0,0,7,0,0.426429
3,4,4,3,0,1,7,0,0.284286
3,4,4,3,0,2,7,0,0.916598
3,4,4,4,0,0,7,0,0.426429
3,4,4,4,0,1,7,0,0.927412
3,5,0,0,0,0,5,0,0.010922
3,5,0,0,0,0,7,0,0.000000
3,5,0,0,0,1,5,0,0.098775
3,5,0,0,0,1,7,0,0.000000
3,5,0,0,0,2,5,0,0.055209
3,5,0,0,0,2,7,0,0.000000
3,5,0,0,0,3,7,0,0.000000
3,5,0,0,0,4,7,0,0.000000
3,5,0,0,0,5,7,0,0.000000
3,5,0,0,1,0,6,1,0.000000
3,5,0,0,2,0,6,1,0.000000
3,5,0,0,3,0,4,1,-0.241851
3,5,0,0,3,0,6,1,0.000000
3,5,0,0,4,0,6,1,0.000000
3,5,0,0,5,0,6,1,0.000000
3,5,0,0,6,0,6,1,0.000000
3,5,0,1,0,0,5,0,-0.132002
3,5,0,1,0,0,7,0,0.000000
3,5,0,1,0,1,5,0,-0.093067
3,5,0,1,0,1,7,0,0.000000
3,5,0,1,0,2,7,0,0.000000
3,5,0,1,0,3,7,0,0.000000
3,5,0,1,0,4,7,0,0.000000
3,5,0,1,2,0,6,1,0.000000
3,5,0,1,3,0,6,1,0.000000
3,5,0,1,4,0,6,1,0.000000
3,5,0,1,5,0,6,1,0.000000
3,5,0,1,6,0,6,1,0.000000
3,5,0,2,0,0,5,0,-0.539593
3,5,0,2,0,0,7,0,0.000000
3,5,0,2,0,1,7,0,0.000000
3,5,0,2,0,2,7,0,0.000000
3,5,0,2,0,3,7,0,0.000000
3,5,0,2,3,0,6,1,0.000000
3,5,0,2,4,0,6,1,0.000000
3,5,0,2,5,0,6,1,0.000000
3,5,0,2,6,0,6,1,0.000000
3,5,0,3,0,0,7,0,0.000000
3,5,0,3,0,1,7,0,0.000000
3,5,0,3,0,2,7,0,0.000000
3,5,0,4,0,0,7,0,0.000000
3,5,0,4,0,1,7,0,0.000000
3,5,1,0,0,0,3,0,0.249267
3,5,1,0,0,0,5,0,-0.147917
3,5,1,0,0,0,6,1,-0.551333
3,5,1,0,0,0,7,0,0.049750
3,5,1,0,0,1,5,0,0.292663
3,5,1,0,0,1,7,0,0.000000
3,5,1,0,0,2,5,0,0.144590
3,5,1,0,0,2,7,0,0.000000
3,5,1,0,0,3,7,0,0.000000
3,5,1,0,0,4,7,0,0.000000
3,5,1,0,0,5,7,0,0.000000
3,5,1,0,1,0,6,1,0.143572
3,5,1,0,2,0,4,1,0.118507
3,5,1,0,2,0,6,1,0.000312
3,5,1,0,3,0,6,1,0.008981
3,5,1,0,4,0,6,1,0.013268
3,5,1,0,5,0,6,1,0.010157
3,5,1,1,0,0,5,0,0.027353
3,5,1,1,0,0,7,0,0.049750
3,5,1,1,0,1,5,0,0.159202
3,5,1,1,0,1,7,0,0.000000
3,5,1,1,0,2,7,0,0.000000
3,5,1,1,0,3,7,0,0.000000
3,5,1,1,0,4,7,0,0.000000
3,5,1,1,1,0,6,1,-0.716046
3,5,1,1,2,0,6,1,0.225516
3,5,1,1,3,0,6,1,0.121983
3,5,1,1,4,0,6,1,0.040260
3,5,1,1,5,0,6,1,0.002382
3,5,1,2,0,0,5,0,0.052817
3,5,1,2,0,0,7,0,0.049750
3,5,1,2,0,1,7,0,0.000000
3,5,1,2,0,2,7,0,0.000000
3,5,1,2,0,3,7,0,0.000000
3,5,1,2,2,0,6,1,-0.497632
3,5,1,2,3,0,6,1,0.201274
3,5,1,2,4,0,6,1,0.136195
3,5,1,2,5,0,6,1,0.012057
3,5,1,3,0,0,7,0,0.049750
3,5,1,3,0,1,7,0,0.000000
3,5,1,3,0,2,7,0,0.000000
3,5,1,4,0,0,7,0,0.049750
3,5,1,4,0,1,7,0,0.000000
3,5,2,0,0,0,5,0,0.951831
3,5,2,0,0,0,6,1,0.137424
3,5,2,0,0,0,7,0,0.119400
3,5,2,0,0,1,5,0,-0.254050
3,5,2,0,0,1,7,0,0.039800
3,5,2,0,0,2,5,0,-0.333509
3,5,2,0,0,2,7,0,0.000000
3,5,2,0,0,3,7,0,0.000000
3,5,2,0,0,4,7,0,0.000000
3,5,2,0,0,5,7,0,0.000000
3,5,2,0,1,0,4,1,0.159785
3,5,2,0,1,0,6,1,0.000501
3,5,2,0,2,0,6,1,0.025569
